region,planting_code,planting_label,scenario,cultivar_id,maturity_class,family,stage,threshold_code,threshold_label,plot_label,threshold_order,n,event_cases,no_event_cases,event_probability_pct,mean_yield_event_kg_ha,mean_yield_no_event_kg_ha,fe_status,beta_event_minus_noevent_kg_ha,associated_penalty_kg_ha,associated_penalty_pct,se_cluster_site,ci95_low_penalty_kg_ha,ci95_high_penalty_kg_ha,p_value
Northcentral,A10,April 10,Irrigated,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19456,3,19453,0.015419407894736841,6769.0,6075.540430781884,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19456,0,19456,0.0,,6075.6473581414475,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19456,19456,0,100.0,6075.6473581414475,,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19456,17161,2295,88.20415296052632,5932.619893945574,7145.143790849673,ESTIMABLE,39.124717987201315,-39.124717987201315,-0.5475707576005094,21.74440067524807,-81.74296017609596,3.493524201693333,0.07197110830171435
Northcentral,A10,April 10,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19456,11295,8161,58.05407072368421,5595.816555998229,6739.743536331332,ESTIMABLE,-101.53998150057548,101.53998150057548,1.5065852424979231,10.75420892443637,80.46211932646096,122.61784367469,3.661397704287676e-21
Northcentral,A10,April 10,Irrigated,990002,MS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19456,0,19456,0.0,,7174.0826994243425,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990002,MS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19456,0,19456,0.0,,7174.0826994243425,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990002,MS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19456,0,19456,0.0,,7174.0826994243425,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19456,19456,0,100.0,7174.0826994243425,,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19456,15666,3790,80.5201480263158,6983.849929784246,7960.411609498681,ESTIMABLE,88.34523717055193,-88.34523717055193,-1.1098074007270535,12.220405040522609,-112.29679092646798,-64.39368341463587,4.854129763438385e-13
Northcentral,A10,April 10,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19456,7559,11897,38.85176809210526,6790.755787802619,7417.637219467092,ESTIMABLE,-143.67875100015573,143.67875100015573,1.9369881102176374,8.886287740040775,126.26194707341598,161.0955549268955,8.39976406342197e-59
Northcentral,A10,April 10,Irrigated,990003,SS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19456,0,19456,0.0,,4307.631990131579,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990003,SS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19456,0,19456,0.0,,4307.631990131579,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990003,SS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19456,0,19456,0.0,,4307.631990131579,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19456,18931,525,97.30160361842105,4314.811631715176,4048.7409523809524,ESTIMABLE,-137.65606673887225,137.65606673887225,3.399972197725333,10.08665189010467,117.88659230967424,157.42554116807028,2.093547331687833e-42
Northcentral,A10,April 10,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19456,10429,9027,53.60300164473684,4184.196471377889,4450.238506702116,ESTIMABLE,-97.67840306892597,97.67840306892597,2.194902653460507,9.762482479966522,78.54428900848832,116.81251712936363,1.4417881142639888e-23
Northcentral,A10,April 10,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19456,3593,15863,18.467310855263158,4156.286668522126,4341.911996469772,ESTIMABLE,-54.393511528882215,54.393511528882215,1.2527548133888324,7.770486811730348,39.16363723554726,69.62338582221717,2.5593809417199767e-12
Northcentral,A10,April 10,Irrigated,990004,VSS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,19456,0,19456,0.0,,2359.460577713816,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990004,VSS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,19456,0,19456,0.0,,2359.460577713816,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990004,VSS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,19456,0,19456,0.0,,2359.460577713816,LOW_EVENT_COUNT,,,,,,,
Northcentral,A10,April 10,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,19456,14781,4675,75.97142269736842,2343.9482443677693,2408.5060962566845,ESTIMABLE,-180.79510094933426,180.79510094933426,7.506524531132687,9.896299902854697,161.39870955953182,200.1914923391367,1.4621231469479203e-74
Northcentral,A10,April 10,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,19456,5562,13894,28.587582236842106,2606.195073714491,2260.6886425795306,ESTIMABLE,181.9170480563215,-181.9170480563215,-8.04697491861362,9.596138034156434,-200.7251329939431,-163.1089631186999,3.8423890078417505e-80
Northcentral,A10,April 10,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,19456,1180,18276,6.0649671052631575,2962.7949152542374,2320.505964105931,ESTIMABLE,47.05970534800472,-47.05970534800472,-2.0279932943907073,11.215602268039394,-69.04188185828768,-25.07752883772176,2.7177306643639433e-05
Northeast,A10,April 10,Rainfed,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,17746,54,17692,0.3042939253916376,7578.574074074074,4869.60089305901,ESTIMABLE,415.2491401813437,-415.2491401813437,-8.527375226442643,55.00893402005235,-523.0646696885865,-307.433610674101,4.394279297726867e-14
Northeast,A10,April 10,Rainfed,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,17746,0,17746,0.0,,4877.844133889327,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,17746,0,17746,0.0,,4877.844133889327,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,17746,17713,33,99.81404260114955,4871.951730367527,8040.636363636364,ESTIMABLE,-1108.3080043197356,1108.3080043197356,13.783834440418659,43.01946972696472,1023.9913930208736,1192.6246156185975,2.3086508851938676e-146
Northeast,A10,April 10,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,10319,7427,58.148315113264964,3335.079852698905,7021.345496162649,ESTIMABLE,-687.4577788083953,687.4577788083953,9.790969254882974,31.70064377285324,625.325658726869,749.5898988899216,2.7860120778217884e-104
Northeast,A10,April 10,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,6189,11557,34.875464893497124,2246.098238810793,6287.1956390066625,ESTIMABLE,-1687.0576368355935,1687.0576368355935,26.8332295303306,32.207907417425965,1623.9312982800382,1750.1839753911488,0.0
Northeast,A10,April 10,Rainfed,990002,MS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,17746,0,17746,0.0,,6465.524512566212,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990002,MS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,17746,0,17746,0.0,,6465.524512566212,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990002,MS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,17746,0,17746,0.0,,6465.524512566212,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,17746,17505,241,98.6419474811225,6431.279748643245,8952.88796680498,ESTIMABLE,-329.25588324046214,329.25588324046214,3.67764998804027,25.07268655831191,280.1143205905093,378.397445890415,2.1572366297605394e-39
Northeast,A10,April 10,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,6468,11278,36.447650174687254,4917.3044217687075,7353.437932257492,ESTIMABLE,-628.7430317127814,628.7430317127814,8.550327581533805,24.418022959736152,580.8845861380264,676.6014772875365,3.295923440865503e-146
Northeast,A10,April 10,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,1942,15804,10.943311168714077,3962.7899073120493,6773.061250316376,ESTIMABLE,-401.34284273432405,401.34284273432405,5.925575273892245,58.728395137947054,286.2373033941106,516.4483820745374,8.264779708888185e-12
Northeast,A10,April 10,Rainfed,990003,SS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,17746,0,17746,0.0,,4200.670348247492,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990003,SS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,17746,0,17746,0.0,,4200.670348247492,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990003,SS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,17746,0,17746,0.0,,4200.670348247492,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,17746,15938,1808,89.81178857207259,4161.732651524658,4543.916482300885,ESTIMABLE,119.05766701165268,-119.05766701165268,-2.6201552663962238,12.146718746146506,-142.86479828443737,-95.25053573886801,1.1078110212043822e-22
Northeast,A10,April 10,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,3471,14275,19.55933731545137,3105.851627772976,4466.878108581436,ESTIMABLE,-338.5392317701082,338.5392317701082,7.578877765205449,14.937212714278544,309.26283282070847,367.8156307195079,1.0118206753540013e-113
Northeast,A10,April 10,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,505,17241,2.845711709681055,1477.0851485148514,4280.445913810104,ESTIMABLE,-749.9034430641826,749.9034430641826,17.519283228056953,46.54371718152323,658.679433681779,841.1274524465863,2.107693954540301e-58
Northeast,A10,April 10,Rainfed,990004,VSS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,17746,0,17746,0.0,,2398.26749690071,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990004,VSS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,17746,0,17746,0.0,,2398.26749690071,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990004,VSS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,17746,0,17746,0.0,,2398.26749690071,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,17746,9414,8332,53.048574326608815,2413.733694497557,2380.792846855497,ESTIMABLE,13.006578582290278,-13.006578582290278,-0.5463129057813285,5.858845609800788,-24.48970496848043,-1.5234521961001217,0.026419447399115593
Northeast,A10,April 10,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,1469,16277,8.27792178519103,2749.1286589516676,2366.6022608588805,ESTIMABLE,-44.42020501289484,44.42020501289484,1.8769611500655792,14.445817899860685,16.106922201943856,72.73348782384582,0.0021053602522172997
Northeast,A10,April 10,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,21,17725,0.11833652654119238,2651.904761904762,2397.9669957686883,ESTIMABLE,-77.87643633383549,77.87643633383549,3.247602509594655,12.901341912885634,52.590270832342554,103.16260183532842,1.5768296754406084e-09
Northeast,A10,April 10,Irrigated,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,17746,54,17692,0.3042939253916376,7579.722222222223,6626.53442233778,ESTIMABLE,-261.5530409343969,261.5530409343969,3.947056247873884,33.63536158228294,195.62894362614017,327.4771382426536,7.477516645475978e-15
Northeast,A10,April 10,Irrigated,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,17746,0,17746,0.0,,6629.434914910403,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,17746,0,17746,0.0,,6629.434914910403,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,17746,17713,33,99.81404260114955,6626.540111782307,8183.242424242424,ESTIMABLE,-1290.6787948675742,1290.6787948675742,15.77221751422158,41.90555609361969,1208.5454141719565,1372.8121755631919,2.6443250759387296e-208
Northeast,A10,April 10,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,10319,7427,58.148315113264964,6030.70791743386,7461.3002558233475,ESTIMABLE,-89.32576844325276,89.32576844325276,1.1971876935730654,9.184111326139211,71.3252410140135,107.32629587249201,2.333234835427831e-22
Northeast,A10,April 10,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,6189,11557,34.875464893497124,5532.13507836484,7217.060482824262,ESTIMABLE,-262.75395057182675,262.75395057182675,3.640733664310416,12.556478168644627,238.1437055886198,287.3641955550337,3.119974482079772e-97
Northeast,A10,April 10,Irrigated,990002,MS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,17746,0,17746,0.0,,7733.7002704834895,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990002,MS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,17746,0,17746,0.0,,7733.7002704834895,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990002,MS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,17746,0,17746,0.0,,7733.7002704834895,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,17746,17505,241,98.6419474811225,7716.459925735504,8985.950207468879,ESTIMABLE,-398.7336375612199,398.7336375612199,4.437300767923277,35.07861219210061,329.9808210370551,467.4864540853847,6.1148653728139575e-30
Northeast,A10,April 10,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,6468,11278,36.447650174687254,7146.589363017934,8070.411863805639,ESTIMABLE,-164.87081617044993,164.87081617044993,2.0429046119674044,14.325958271857328,136.7924539135859,192.94917842731397,1.1948867533645062e-30
Northeast,A10,April 10,Irrigated,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,1942,15804,10.943311168714077,6701.413491246138,7860.547962541129,ESTIMABLE,-206.35727183495138,206.35727183495138,2.6252275645200815,34.03728281761465,139.64542338082265,273.0691202890801,1.3386896390730355e-09
Northeast,A10,April 10,Irrigated,990003,SS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,17746,0,17746,0.0,,4566.117660317818,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990003,SS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,17746,0,17746,0.0,,4566.117660317818,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990003,SS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,17746,0,17746,0.0,,4566.117660317818,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,17746,15938,1808,89.81178857207259,4568.236478855565,4547.4397123893805,ESTIMABLE,84.98973110447905,-84.98973110447905,-1.8689578417703208,9.083875169473462,-102.79379927670472,-67.18566293225338,8.272681277702821e-21
Northeast,A10,April 10,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,3471,14275,19.55933731545137,4179.317775857102,4660.168966725044,ESTIMABLE,-78.19405676065924,78.19405676065924,1.677923210917618,8.88365033543933,60.782422051950974,95.6056914693675,1.3437673354819439e-18
Northeast,A10,April 10,Irrigated,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,505,17241,2.845711709681055,4078.1267326732673,4580.411229047039,ESTIMABLE,-101.54287722567294,101.54287722567294,2.216894338694543,12.741039562922552,76.5708985567448,126.51485589460108,1.589979842416082e-15
Northeast,A10,April 10,Irrigated,990004,VSS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,17746,0,17746,0.0,,2424.8014200383186,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990004,VSS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,17746,0,17746,0.0,,2424.8014200383186,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990004,VSS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,17746,0,17746,0.0,,2424.8014200383186,LOW_EVENT_COUNT,,,,,,,
Northeast,A10,April 10,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,17746,9414,8332,53.048574326608815,2463.157318886764,2381.464594335094,ESTIMABLE,14.367879482620566,-14.367879482620566,-0.6033211460207363,5.68118195156732,-25.50279149731149,-3.232967467929642,0.011437825641392447
Northeast,A10,April 10,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,17746,1469,16277,8.27792178519103,2949.1885636487405,2377.475456165141,ESTIMABLE,143.5752126127301,-143.5752126127301,-6.038977699661151,10.070155550271073,-163.31235480997753,-123.83807041548266,4.026386301677241e-46
Northeast,A10,April 10,Irrigated,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,17746,21,17725,0.11833652654119238,2917.0,2424.2182792665726,ESTIMABLE,-4.02899215679484,4.02899215679484,0.16619758176288393,6.573641654820978,-8.85510873392656,16.913093047516238,0.5399417403632045
Southwest,A10,April 10,Rainfed,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,1636.116080715623,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,1636.116080715623,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,1636.116080715623,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,8848,8848,0,100.0,1777.759945750452,,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,8848,8749,99,98.88110307414105,1760.7725454337638,3279.0,ESTIMABLE,-948.731644768111,948.731644768111,28.933566476612107,151.274371038709,652.2393257482923,1245.2239637879297,3.57367300571482e-10
Southwest,A10,April 10,Rainfed,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,8848,7281,1567,82.28978300180832,1565.331685208076,2764.798978940651,ESTIMABLE,-620.7673098747989,620.7673098747989,22.4525296270418,27.336216879235412,567.1893093179216,674.3453104316762,3.6836326899023265e-114
Southwest,A10,April 10,Rainfed,990002,MS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,2268.2259205325568,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990002,MS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,2268.2259205325568,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990002,MS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,2268.2259205325568,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,8844,8844,0,100.0,2465.708276797829,,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,8844,8309,535,93.95070104025328,2359.5037910699243,4115.153271028037,ESTIMABLE,-773.3364060461724,773.3364060461724,18.79240832876632,56.98491157656777,661.6480316939001,885.0247803984448,5.958773139526704e-42
Southwest,A10,April 10,Rainfed,990002,MS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,8844,6130,2714,69.31252826775214,1984.6970636215335,3552.148489314665,ESTIMABLE,-621.3167478280071,621.3167478280071,17.49129434473279,33.14086278187651,556.3618503589453,686.271645297069,2.019406972016807e-78
Southwest,A10,April 10,Rainfed,990003,SS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,1855.4587060536717,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990003,SS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,1855.4587060536717,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990003,SS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,1855.4587060536717,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,8846,8843,3,99.96608636671942,2015.22096573561,5927.0,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,8846,7216,1630,81.57359258421886,1776.7143847006653,3078.2877300613495,ESTIMABLE,-360.56154074725913,360.56154074725913,11.713055190590428,32.68209221179457,296.50581707272477,424.6172644217935,2.666864208011254e-28
Southwest,A10,April 10,Rainfed,990003,SS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,8846,3906,4940,44.15555053131359,1184.0087045570917,2674.8263157894735,ESTIMABLE,-263.2979063770777,263.2979063770777,9.84355151670345,21.276958428404235,221.59583415684946,304.999978597306,3.5782604031299013e-35
Southwest,A10,April 10,Rainfed,990004,VSS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,1772.2810484709798,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990004,VSS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,1772.2810484709798,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990004,VSS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,1772.2810484709798,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,8859,8541,318,96.41043007111412,1908.632127385552,2317.87106918239,ESTIMABLE,47.31310713930112,-47.31310713930112,-2.041231187030193,23.293059278395937,-92.96666441471369,-1.659549863888543,0.042233643285896245
Southwest,A10,April 10,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H35,Tmax ≥ 35°C,≥35°C,4,8859,4949,3910,55.86409301275539,1752.100828450192,2140.04168797954,ESTIMABLE,171.24890879906232,-171.24890879906232,-8.002129573501074,12.96959777757499,-196.66885333708004,-145.8289642610446,8.333876136249248e-40
Southwest,A10,April 10,Rainfed,990004,VSS,Heat,flowering/silking proxy (ADAT ±7 d),H38,Tmax ≥ 38°C,≥38°C,5,8859,1696,7163,19.14437295405802,1483.278891509434,2027.5120759458327,ESTIMABLE,-85.40104296385553,85.40104296385553,4.212110200330915,19.90570362778093,46.38658076647661,124.41550516123445,1.7844795355009545e-05
Southwest,A10,April 10,Irrigated,990001,LS,Cold,late season before/on maturity,C0,Tmin ≤ 0°C,≤0°C,0,9614,0,9614,0.0,,5715.723528188059,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Irrigated,990001,LS,Cold,late season before/on maturity,Cm2p2,Tmin ≤ −2.2°C,≤−2.2°C,1,9614,0,9614,0.0,,5715.723528188059,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Irrigated,990001,LS,Cold,late season before/on maturity,Cm4,Tmin ≤ −4°C,≤−4°C,2,9614,0,9614,0.0,,5715.723528188059,LOW_EVENT_COUNT,,,,,,,
Southwest,A10,April 10,Irrigated,990001,LS,Heat,flowering/silking proxy (ADAT ±7 d),H30,Tmax ≥ 30°C,≥30°C,3,9614,9614,0,100.0,5715.723528188059,,LOW_EVENT_COUNT,,,,,,,
